,Country,Date,Cases,Year,Pop_den,GNI_per_cap,GDP_per_cap,Month
775,United Kingdom,2015-07-08,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
776,United Kingdom,2015-07-09,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
777,United Kingdom,2015-07-10,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
778,United Kingdom,2015-07-13,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
779,United Kingdom,2015-07-14,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
780,United Kingdom,2015-07-15,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
781,United Kingdom,2015-07-16,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
782,United Kingdom,2015-07-17,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
783,United Kingdom,2015-07-20,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
784,United Kingdom,2015-07-21,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
785,United Kingdom,2015-07-22,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
786,United Kingdom,2015-07-23,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
787,United Kingdom,2015-07-24,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
788,United Kingdom,2015-07-27,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
789,United Kingdom,2015-07-28,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
790,United Kingdom,2015-07-29,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
791,United Kingdom,2015-07-30,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
792,United Kingdom,2015-07-31,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
793,United Kingdom,2015-08-03,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
794,United Kingdom,2015-08-04,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
795,United Kingdom,2015-08-05,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
796,United Kingdom,2015-08-06,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
797,United Kingdom,2015-08-07,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
798,United Kingdom,2015-08-10,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
799,United Kingdom,2015-08-11,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
800,United Kingdom,2015-08-12,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
801,United Kingdom,2015-08-13,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
802,United Kingdom,2015-08-14,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
803,United Kingdom,2015-08-17,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
804,United Kingdom,2015-08-18,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
805,United Kingdom,2015-08-19,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
806,United Kingdom,2015-08-20,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
807,United Kingdom,2015-08-21,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
808,United Kingdom,2015-08-24,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
809,United Kingdom,2015-08-25,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
810,United Kingdom,2015-08-26,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
811,United Kingdom,2015-08-27,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
812,United Kingdom,2015-08-28,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
813,United Kingdom,2015-08-31,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
814,United Kingdom,2015-09-01,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
815,United Kingdom,2015-09-02,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
816,United Kingdom,2015-09-03,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
817,United Kingdom,2015-09-04,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
818,United Kingdom,2015-09-07,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
819,United Kingdom,2015-09-08,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
820,United Kingdom,2015-09-09,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
821,United Kingdom,2015-09-10,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
822,United Kingdom,2015-09-11,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
823,United Kingdom,2015-09-14,1.0,2015,269.153139337825,37646.7590653091,45404.5677734722,4
